position,reads,tRL,tLR,fwd strand,rev strand,Normalized Reads,Normalized Fwd Reads,Normalized Rev Reads
13,18,0.0,0.0,18.0,0.0,20.03,20.03,0.0
18,3,0.0,0.0,3.0,0.0,3.34,3.34,0.0
21,11,0.0,0.0,11.0,0.0,12.24,12.24,0.0
23,60,0.0,0.0,59.0,1.0,66.77,65.66,1.11
24,16,0.0,0.0,6.0,10.0,17.81,6.68,11.13
27,13,0.0,0.0,10.0,3.0,14.47,11.13,3.34
28,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
32,6,0.0,0.0,0.0,6.0,6.68,0.0,6.68
33,4,0.0,0.0,0.0,4.0,4.45,0.0,4.45
35,188,0.0,0.0,23.0,165.0,209.22,25.6,183.62
37,4,0.0,0.0,0.0,4.0,4.45,0.0,4.45
38,4,0.0,0.0,0.0,4.0,4.45,0.0,4.45
42,23,0.0,0.0,0.0,23.0,25.6,0.0,25.6
44,33,0.0,0.0,0.0,33.0,36.72,0.0,36.72
46,7,0.0,0.0,0.0,7.0,7.79,0.0,7.79
47,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
52,3,0.0,0.0,0.0,3.0,3.34,0.0,3.34
56,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
57,3,0.0,0.0,0.0,3.0,3.34,0.0,3.34
58,3,0.0,0.0,0.0,3.0,3.34,0.0,3.34
62,1,0.0,0.0,1.0,0.0,1.11,1.11,0.0
65,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
68,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
69,11,0.0,0.0,0.0,11.0,12.24,0.0,12.24
74,38,0.0,0.0,38.0,0.0,42.29,42.29,0.0
78,4,0.0,0.0,4.0,0.0,4.45,4.45,0.0
83,19,0.0,0.0,17.0,2.0,21.14,18.92,2.23
87,10,0.0,0.0,0.0,10.0,11.13,0.0,11.13
88,3,0.0,0.0,3.0,0.0,3.34,3.34,0.0
96,12,0.0,0.0,1.0,11.0,13.35,1.11,12.24
99,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
101,8,0.0,0.0,0.0,8.0,8.9,0.0,8.9
123,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
129,39,0.0,0.0,37.0,2.0,43.4,41.18,2.23
130,11,0.0,0.0,11.0,0.0,12.24,12.24,0.0
132,31,0.0,0.0,9.0,22.0,34.5,10.02,24.48
136,13,0.0,0.0,0.0,13.0,14.47,0.0,14.47
137,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
139,2,0.0,0.0,2.0,0.0,2.23,2.23,0.0
142,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
149,1,0.0,0.0,1.0,0.0,1.11,1.11,0.0
162,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
164,6,0.0,0.0,6.0,0.0,6.68,6.68,0.0
170,7,0.0,0.0,5.0,2.0,7.79,5.56,2.23
173,8,0.0,0.0,8.0,0.0,8.9,8.9,0.0
176,11,0.0,0.0,9.0,2.0,12.24,10.02,2.23
180,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
181,3,0.0,0.0,0.0,3.0,3.34,0.0,3.34
186,7,0.0,0.0,2.0,5.0,7.79,2.23,5.56
191,30,0.0,0.0,0.0,30.0,33.39,0.0,33.39
194,9,0.0,0.0,2.0,7.0,10.02,2.23,7.79
199,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
200,8,0.0,0.0,0.0,8.0,8.9,0.0,8.9
202,10,0.0,0.0,0.0,10.0,11.13,0.0,11.13
207,1,0.0,0.0,1.0,0.0,1.11,1.11,0.0
210,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
215,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
228,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
242,3,0.0,0.0,3.0,0.0,3.34,3.34,0.0
255,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
258,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
270,4,0.0,0.0,0.0,4.0,4.45,0.0,4.45
277,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
322,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
323,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
339,7,0.0,0.0,0.0,7.0,7.79,0.0,7.79
341,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
345,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
356,3,0.0,0.0,3.0,0.0,3.34,3.34,0.0
359,4,0.0,0.0,4.0,0.0,4.45,4.45,0.0
373,4,0.0,0.0,0.0,4.0,4.45,0.0,4.45
375,5,0.0,0.0,0.0,5.0,5.56,0.0,5.56
377,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
381,6,0.0,0.0,0.0,6.0,6.68,0.0,6.68
382,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
384,6,0.0,0.0,0.0,6.0,6.68,0.0,6.68
389,5,0.0,0.0,2.0,3.0,5.56,2.23,3.34
406,5,0.0,0.0,5.0,0.0,5.56,5.56,0.0
411,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
412,6,0.0,0.0,0.0,6.0,6.68,0.0,6.68
423,26,0.0,0.0,0.0,26.0,28.93,0.0,28.93
429,4,0.0,0.0,0.0,4.0,4.45,0.0,4.45
438,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
459,4,0.0,0.0,0.0,4.0,4.45,0.0,4.45
468,4,0.0,0.0,4.0,0.0,4.45,4.45,0.0
471,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
480,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
485,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
490,4,0.0,0.0,4.0,0.0,4.45,4.45,0.0
505,1,0.0,0.0,1.0,0.0,1.11,1.11,0.0
516,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
524,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
529,1,0.0,0.0,1.0,0.0,1.11,1.11,0.0
539,2,0.0,0.0,2.0,0.0,2.23,2.23,0.0
548,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
560,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
572,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
595,16,0.0,0.0,13.0,3.0,17.81,14.47,3.34
601,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
608,11,0.0,0.0,0.0,11.0,12.24,0.0,12.24
610,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
621,3,0.0,0.0,3.0,0.0,3.34,3.34,0.0
622,1,0.0,0.0,1.0,0.0,1.11,1.11,0.0
625,4,0.0,0.0,4.0,0.0,4.45,4.45,0.0
638,17,0.0,0.0,7.0,10.0,18.92,7.79,11.13
639,1,0.0,0.0,1.0,0.0,1.11,1.11,0.0
644,8,0.0,0.0,8.0,0.0,8.9,8.9,0.0
649,6,0.0,0.0,6.0,0.0,6.68,6.68,0.0
675,2,0.0,0.0,2.0,0.0,2.23,2.23,0.0
678,4,0.0,0.0,4.0,0.0,4.45,4.45,0.0
680,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
687,3,0.0,0.0,0.0,3.0,3.34,0.0,3.34
690,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
695,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
700,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
703,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
706,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
711,2,0.0,0.0,2.0,0.0,2.23,2.23,0.0
721,6,0.0,0.0,0.0,6.0,6.68,0.0,6.68
726,7,0.0,0.0,0.0,7.0,7.79,0.0,7.79
733,1,0.0,0.0,1.0,0.0,1.11,1.11,0.0
739,3,0.0,0.0,0.0,3.0,3.34,0.0,3.34
742,3,0.0,0.0,0.0,3.0,3.34,0.0,3.34
745,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
747,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
760,6,0.0,0.0,0.0,6.0,6.68,0.0,6.68
783,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
793,3,0.0,0.0,1.0,2.0,3.34,1.11,2.23
795,2,0.0,0.0,2.0,0.0,2.23,2.23,0.0
797,7,0.0,0.0,7.0,0.0,7.79,7.79,0.0
808,6,0.0,0.0,0.0,6.0,6.68,0.0,6.68
809,3,0.0,0.0,0.0,3.0,3.34,0.0,3.34
810,16,0.0,0.0,4.0,12.0,17.81,4.45,13.35
815,6,0.0,0.0,5.0,1.0,6.68,5.56,1.11
816,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
828,4,0.0,0.0,2.0,2.0,4.45,2.23,2.23
836,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
838,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
841,25,0.0,0.0,3.0,22.0,27.82,3.34,24.48
844,4,0.0,0.0,0.0,4.0,4.45,0.0,4.45
853,26,0.0,0.0,6.0,20.0,28.93,6.68,22.26
858,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
860,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
863,3,0.0,0.0,0.0,3.0,3.34,0.0,3.34
865,66,0.0,0.0,31.0,35.0,73.45,34.5,38.95
873,11,0.0,0.0,10.0,1.0,12.24,11.13,1.11
874,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
886,5,0.0,0.0,0.0,5.0,5.56,0.0,5.56
891,3,0.0,0.0,2.0,1.0,3.34,2.23,1.11
896,5,0.0,0.0,0.0,5.0,5.56,0.0,5.56
903,8,0.0,0.0,6.0,2.0,8.9,6.68,2.23
910,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
917,8,0.0,0.0,7.0,1.0,8.9,7.79,1.11
921,3,0.0,0.0,0.0,3.0,3.34,0.0,3.34
926,33,0.0,0.0,9.0,24.0,36.72,10.02,26.71
932,5,0.0,0.0,0.0,5.0,5.56,0.0,5.56
933,8,0.0,0.0,0.0,8.0,8.9,0.0,8.9
935,15,0.0,0.0,15.0,0.0,16.69,16.69,0.0
938,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
940,1,0.0,0.0,1.0,0.0,1.11,1.11,0.0
944,8,0.0,0.0,8.0,0.0,8.9,8.9,0.0
954,12,0.0,0.0,12.0,0.0,13.35,13.35,0.0
963,10,0.0,0.0,10.0,0.0,11.13,11.13,0.0
964,3,0.0,0.0,3.0,0.0,3.34,3.34,0.0
966,102,0.0,0.0,102.0,0.0,113.51,113.51,0.0
967,9,0.0,0.0,9.0,0.0,10.02,10.02,0.0
983,3,0.0,0.0,0.0,3.0,3.34,0.0,3.34
984,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
985,11,0.0,0.0,0.0,11.0,12.24,0.0,12.24
990,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
995,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
999,4,0.0,0.0,0.0,4.0,4.45,0.0,4.45
1005,2,1.0,1.0,1.0,1.0,2.23,1.11,1.11
1008,1,0.0,1.0,0.0,1.0,1.11,0.0,1.11
1015,3,0.0,3.0,0.0,3.0,3.34,0.0,3.34
1018,4,0.0,4.0,0.0,4.0,4.45,0.0,4.45
1020,9,0.0,9.0,0.0,9.0,10.02,0.0,10.02
1032,1,0.0,1.0,0.0,1.0,1.11,0.0,1.11
1036,5,0.0,5.0,0.0,5.0,5.56,0.0,5.56
1037,20,0.0,20.0,0.0,20.0,22.26,0.0,22.26
1042,34,0.0,34.0,0.0,34.0,37.84,0.0,37.84
1043,11,0.0,11.0,0.0,11.0,12.24,0.0,12.24
1044,1,0.0,1.0,0.0,1.0,1.11,0.0,1.11
1045,2,0.0,2.0,0.0,2.0,2.23,0.0,2.23
1047,43,0.0,43.0,0.0,43.0,47.85,0.0,47.85
1048,22060,44.0,22016.0,44.0,22016.0,24549.83,48.97,24500.87
1049,8091,42.0,8049.0,42.0,8049.0,9004.2,46.74,8957.46
1050,148,1.0,147.0,1.0,147.0,164.7,1.11,163.59
1051,19675,38.0,19637.0,38.0,19637.0,21895.65,42.29,21853.36
1052,377317,809.0,376508.0,809.0,376508.0,419903.45,900.31,419003.14
1053,166600,370.0,166230.0,370.0,166230.0,185403.56,411.76,184991.8
1054,316,0.0,316.0,0.0,316.0,351.67,0.0,351.67
1055,2977,4.0,2973.0,4.0,2973.0,3313.0,4.45,3308.55
1056,9151,35.0,9116.0,35.0,9116.0,10183.84,38.95,10144.89
1057,19013,83.0,18930.0,83.0,18930.0,21158.93,92.37,21066.56
1058,28,0.0,28.0,0.0,28.0,31.16,0.0,31.16
1059,1,0.0,1.0,0.0,1.0,1.11,0.0,1.11
1060,5,0.0,5.0,0.0,5.0,5.56,0.0,5.56
1061,2209,12.0,2197.0,12.0,2197.0,2458.32,13.35,2444.97
1062,410,1.0,409.0,1.0,409.0,456.28,1.11,455.16
1064,980,4.0,976.0,4.0,976.0,1090.61,4.45,1086.16
1065,53,0.0,53.0,0.0,53.0,58.98,0.0,58.98
1066,15,0.0,15.0,0.0,15.0,16.69,0.0,16.69
1067,42,0.0,42.0,0.0,42.0,46.74,0.0,46.74
1069,7,0.0,7.0,0.0,7.0,7.79,0.0,7.79
1070,7,0.0,7.0,0.0,7.0,7.79,0.0,7.79
1075,1,0.0,1.0,0.0,1.0,1.11,0.0,1.11
1092,4,4.0,0.0,4.0,0.0,4.45,4.45,0.0
1102,5,0.0,0.0,0.0,5.0,5.56,0.0,5.56
1105,4,0.0,0.0,4.0,0.0,4.45,4.45,0.0
1155,5,0.0,0.0,5.0,0.0,5.56,5.56,0.0
1171,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
1190,6,0.0,0.0,0.0,6.0,6.68,0.0,6.68
1202,10,0.0,0.0,10.0,0.0,11.13,11.13,0.0
1207,16,0.0,0.0,16.0,0.0,17.81,17.81,0.0
1233,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
1239,5,0.0,0.0,5.0,0.0,5.56,5.56,0.0
1250,6,0.0,0.0,6.0,0.0,6.68,6.68,0.0
1253,1,0.0,0.0,1.0,0.0,1.11,1.11,0.0
1259,11,0.0,0.0,11.0,0.0,12.24,12.24,0.0
1262,3,0.0,0.0,3.0,0.0,3.34,3.34,0.0
1263,1,0.0,0.0,1.0,0.0,1.11,1.11,0.0
1266,3,0.0,0.0,3.0,0.0,3.34,3.34,0.0
1269,12,0.0,0.0,12.0,0.0,13.35,13.35,0.0
1272,3,0.0,0.0,0.0,3.0,3.34,0.0,3.34
1273,1,0.0,0.0,1.0,0.0,1.11,1.11,0.0
1274,6,0.0,0.0,4.0,2.0,6.68,4.45,2.23
1279,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
1280,3,0.0,0.0,3.0,0.0,3.34,3.34,0.0
1281,5,0.0,0.0,5.0,0.0,5.56,5.56,0.0
1285,6,0.0,0.0,6.0,0.0,6.68,6.68,0.0
1286,2,0.0,0.0,2.0,0.0,2.23,2.23,0.0
1290,15,0.0,0.0,15.0,0.0,16.69,16.69,0.0
1298,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
1300,2,0.0,0.0,2.0,0.0,2.23,2.23,0.0
1308,6,0.0,0.0,6.0,0.0,6.68,6.68,0.0
1313,1,0.0,0.0,0.0,1.0,1.11,0.0,1.11
1319,4,0.0,0.0,0.0,4.0,4.45,0.0,4.45
1324,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
1334,2,0.0,0.0,0.0,2.0,2.23,0.0,2.23
