position,reads,tRL,tLR,fwd strand,rev strand,Normalized Reads,Normalized Fwd Reads,Normalized Rev Reads
12,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
13,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
18,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
23,6,0.0,0.0,6.0,0.0,6.6,6.6,0.0
24,3,0.0,0.0,1.0,2.0,3.3,1.1,2.2
27,11,0.0,0.0,11.0,0.0,12.1,12.1,0.0
28,15,0.0,0.0,0.0,15.0,16.5,0.0,16.5
29,25,0.0,0.0,3.0,22.0,27.51,3.3,24.21
32,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
35,233,0.0,0.0,1.0,232.0,256.35,1.1,255.25
38,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
42,32,0.0,0.0,0.0,32.0,35.21,0.0,35.21
44,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
56,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
69,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
71,6,0.0,0.0,0.0,6.0,6.6,0.0,6.6
74,6,0.0,0.0,5.0,1.0,6.6,5.5,1.1
78,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
87,8,0.0,0.0,4.0,4.0,8.8,4.4,4.4
96,6,0.0,0.0,3.0,3.0,6.6,3.3,3.3
101,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
107,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
129,12,0.0,0.0,12.0,0.0,13.2,13.2,0.0
132,2,0.0,0.0,2.0,0.0,2.2,2.2,0.0
139,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
142,14,0.0,0.0,13.0,1.0,15.4,14.3,1.1
162,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
186,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
191,4,0.0,0.0,0.0,4.0,4.4,0.0,4.4
199,7,0.0,0.0,0.0,7.0,7.7,0.0,7.7
219,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
233,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
236,2,0.0,0.0,2.0,0.0,2.2,2.2,0.0
242,5,0.0,0.0,0.0,5.0,5.5,0.0,5.5
249,3,0.0,0.0,3.0,0.0,3.3,3.3,0.0
284,3,0.0,0.0,3.0,0.0,3.3,3.3,0.0
326,3,0.0,0.0,3.0,0.0,3.3,3.3,0.0
339,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
356,17,0.0,0.0,17.0,0.0,18.7,18.7,0.0
360,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
361,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
373,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
384,12,0.0,0.0,0.0,12.0,13.2,0.0,13.2
423,17,0.0,0.0,0.0,17.0,18.7,0.0,18.7
436,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
451,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
485,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
522,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
600,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
604,8,0.0,0.0,0.0,8.0,8.8,0.0,8.8
630,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
638,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
644,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
649,16,0.0,0.0,16.0,0.0,17.6,17.6,0.0
670,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
675,2,0.0,0.0,2.0,0.0,2.2,2.2,0.0
712,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
713,5,0.0,0.0,2.0,3.0,5.5,2.2,3.3
718,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
719,15,0.0,0.0,0.0,15.0,16.5,0.0,16.5
723,11,0.0,0.0,0.0,11.0,12.1,0.0,12.1
725,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
726,16,0.0,0.0,0.0,16.0,17.6,0.0,17.6
727,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
732,11,0.0,0.0,1.0,10.0,12.1,1.1,11.0
737,15,0.0,0.0,0.0,15.0,16.5,0.0,16.5
742,8,0.0,0.0,0.0,8.0,8.8,0.0,8.8
783,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
793,7,0.0,0.0,4.0,3.0,7.7,4.4,3.3
797,9,0.0,0.0,9.0,0.0,9.9,9.9,0.0
803,2,0.0,0.0,2.0,0.0,2.2,2.2,0.0
810,12,0.0,0.0,0.0,12.0,13.2,0.0,13.2
812,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
815,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
817,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
818,4,0.0,0.0,0.0,4.0,4.4,0.0,4.4
829,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
836,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
841,13,0.0,0.0,2.0,11.0,14.3,2.2,12.1
844,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
853,11,0.0,0.0,0.0,11.0,12.1,0.0,12.1
857,3,0.0,0.0,3.0,0.0,3.3,3.3,0.0
860,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
863,10,0.0,0.0,7.0,3.0,11.0,7.7,3.3
865,80,0.0,0.0,43.0,37.0,88.02,47.31,40.71
870,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
873,4,0.0,0.0,0.0,4.0,4.4,0.0,4.4
879,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
881,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
882,5,0.0,0.0,5.0,0.0,5.5,5.5,0.0
891,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
896,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
917,5,0.0,0.0,5.0,0.0,5.5,5.5,0.0
926,10,0.0,0.0,4.0,6.0,11.0,4.4,6.6
939,4,0.0,0.0,4.0,0.0,4.4,4.4,0.0
966,39,0.0,0.0,39.0,0.0,42.91,42.91,0.0
967,4,0.0,0.0,4.0,0.0,4.4,4.4,0.0
968,19,0.0,0.0,19.0,0.0,20.9,20.9,0.0
979,6,0.0,0.0,6.0,0.0,6.6,6.6,0.0
983,34,0.0,0.0,0.0,34.0,37.41,0.0,37.41
984,9,0.0,0.0,0.0,9.0,9.9,0.0,9.9
997,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
1012,5,0.0,5.0,0.0,5.0,5.5,0.0,5.5
1015,1,0.0,1.0,0.0,1.0,1.1,0.0,1.1
1020,2,0.0,2.0,0.0,2.0,2.2,0.0,2.2
1037,1,0.0,1.0,0.0,1.0,1.1,0.0,1.1
1042,25,0.0,25.0,0.0,25.0,27.51,0.0,27.51
1043,12,0.0,12.0,0.0,12.0,13.2,0.0,13.2
1044,1,0.0,1.0,0.0,1.0,1.1,0.0,1.1
1045,7,0.0,7.0,0.0,7.0,7.7,0.0,7.7
1046,2,0.0,2.0,0.0,2.0,2.2,0.0,2.2
1047,30,0.0,30.0,0.0,30.0,33.01,0.0,33.01
1048,7990,23.0,7967.0,23.0,7967.0,8790.83,25.31,8765.52
1049,2708,22.0,2686.0,22.0,2686.0,2979.42,24.21,2955.21
1050,56,0.0,56.0,0.0,56.0,61.61,0.0,61.61
1051,6822,26.0,6796.0,26.0,6796.0,7505.76,28.61,7477.15
1052,127272,488.0,126784.0,488.0,126784.0,140028.3,536.91,139491.39
1053,50404,181.0,50223.0,181.0,50223.0,55455.92,199.14,55256.78
1054,128,1.0,127.0,1.0,127.0,140.83,1.1,139.73
1055,998,3.0,995.0,3.0,995.0,1098.03,3.3,1094.73
1056,2747,12.0,2735.0,12.0,2735.0,3022.33,13.2,3009.13
1057,5757,37.0,5720.0,37.0,5720.0,6334.02,40.71,6293.31
1058,13,0.0,13.0,0.0,13.0,14.3,0.0,14.3
1059,2,0.0,2.0,0.0,2.0,2.2,0.0,2.2
1060,16,0.0,16.0,0.0,16.0,17.6,0.0,17.6
1061,607,5.0,602.0,5.0,602.0,667.84,5.5,662.34
1062,123,0.0,123.0,0.0,123.0,135.33,0.0,135.33
1064,242,4.0,238.0,4.0,238.0,266.26,4.4,261.85
1065,11,0.0,11.0,0.0,11.0,12.1,0.0,12.1
1066,1,0.0,1.0,0.0,1.0,1.1,0.0,1.1
1069,8,0.0,8.0,0.0,8.0,8.8,0.0,8.8
1072,2,0.0,2.0,0.0,2.0,2.2,0.0,2.2
1133,3,0.0,0.0,3.0,0.0,3.3,3.3,0.0
1144,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
1160,3,0.0,0.0,3.0,0.0,3.3,3.3,0.0
1161,3,0.0,0.0,3.0,0.0,3.3,3.3,0.0
1181,5,0.0,0.0,5.0,0.0,5.5,5.5,0.0
1190,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
1193,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
1248,2,0.0,0.0,2.0,0.0,2.2,2.2,0.0
1252,9,0.0,0.0,9.0,0.0,9.9,9.9,0.0
1266,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1269,16,0.0,0.0,16.0,0.0,17.6,17.6,0.0
1272,3,0.0,0.0,3.0,0.0,3.3,3.3,0.0
1275,5,0.0,0.0,5.0,0.0,5.5,5.5,0.0
1284,4,0.0,0.0,0.0,4.0,4.4,0.0,4.4
1285,5,0.0,0.0,5.0,0.0,5.5,5.5,0.0
1295,4,0.0,0.0,4.0,0.0,4.4,4.4,0.0
1298,15,0.0,0.0,15.0,0.0,16.5,16.5,0.0
1300,5,0.0,0.0,5.0,0.0,5.5,5.5,0.0
1311,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
1340,5,0.0,0.0,0.0,5.0,5.5,0.0,5.5
1345,10,0.0,0.0,0.0,10.0,11.0,0.0,11.0
1348,9,0.0,0.0,0.0,9.0,9.9,0.0,9.9
1353,5,0.0,0.0,0.0,5.0,5.5,0.0,5.5
1423,6,0.0,0.0,0.0,6.0,6.6,0.0,6.6
1438,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
1451,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
1472,6,0.0,0.0,4.0,2.0,6.6,4.4,2.2
1515,5,0.0,0.0,5.0,0.0,5.5,5.5,0.0
1518,3,0.0,0.0,3.0,0.0,3.3,3.3,0.0
1524,7,0.0,0.0,7.0,0.0,7.7,7.7,0.0
1527,5,0.0,0.0,4.0,1.0,5.5,4.4,1.1
1531,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
1549,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
1558,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1568,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1570,6,0.0,0.0,0.0,6.0,6.6,0.0,6.6
1577,6,0.0,0.0,5.0,1.0,6.6,5.5,1.1
1579,29,0.0,0.0,29.0,0.0,31.91,31.91,0.0
1580,10,0.0,0.0,10.0,0.0,11.0,11.0,0.0
1582,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
1583,7,0.0,0.0,7.0,0.0,7.7,7.7,0.0
1589,7,0.0,0.0,7.0,0.0,7.7,7.7,0.0
1591,57,0.0,0.0,56.0,1.0,62.71,61.61,1.1
1593,9,0.0,0.0,9.0,0.0,9.9,9.9,0.0
1594,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
1601,4,0.0,0.0,4.0,0.0,4.4,4.4,0.0
1604,10,0.0,0.0,10.0,0.0,11.0,11.0,0.0
1619,16,0.0,0.0,16.0,0.0,17.6,17.6,0.0
1624,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1625,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
1626,26,0.0,0.0,9.0,17.0,28.61,9.9,18.7
1627,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1629,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1636,18,0.0,0.0,16.0,2.0,19.8,17.6,2.2
1638,6,0.0,0.0,6.0,0.0,6.6,6.6,0.0
1641,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
1643,9,0.0,0.0,0.0,9.0,9.9,0.0,9.9
1645,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1647,25,0.0,0.0,5.0,20.0,27.51,5.5,22.0
1649,19,0.0,0.0,0.0,19.0,20.9,0.0,20.9
1652,51,0.0,0.0,35.0,16.0,56.11,38.51,17.6
1655,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1656,20,0.0,0.0,7.0,13.0,22.0,7.7,14.3
1657,23,0.0,0.0,0.0,23.0,25.31,0.0,25.31
1659,167,0.0,0.0,17.0,150.0,183.74,18.7,165.03
1661,17,0.0,0.0,2.0,15.0,18.7,2.2,16.5
1662,11,0.0,0.0,1.0,10.0,12.1,1.1,11.0
1663,9,0.0,0.0,0.0,9.0,9.9,0.0,9.9
1664,54,0.0,0.0,0.0,54.0,59.41,0.0,59.41
1665,5,0.0,0.0,0.0,5.0,5.5,0.0,5.5
1666,5,0.0,0.0,0.0,5.0,5.5,0.0,5.5
1669,13,0.0,0.0,0.0,13.0,14.3,0.0,14.3
1670,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
1671,35,0.0,0.0,0.0,35.0,38.51,0.0,38.51
1672,7,0.0,0.0,5.0,2.0,7.7,5.5,2.2
1674,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1677,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
1680,53,0.0,0.0,7.0,46.0,58.31,7.7,50.61
1682,2,0.0,0.0,2.0,0.0,2.2,2.2,0.0
1683,6,0.0,0.0,6.0,0.0,6.6,6.6,0.0
1685,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
1686,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
1689,19,0.0,0.0,1.0,18.0,20.9,1.1,19.8
1690,20,0.0,0.0,0.0,20.0,22.0,0.0,22.0
1691,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1692,6,0.0,0.0,0.0,6.0,6.6,0.0,6.6
1695,21,0.0,0.0,1.0,20.0,23.1,1.1,22.0
1698,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1700,4,0.0,0.0,0.0,4.0,4.4,0.0,4.4
1702,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1706,23,0.0,0.0,4.0,19.0,25.31,4.4,20.9
1710,5,0.0,0.0,0.0,5.0,5.5,0.0,5.5
1718,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1727,4,0.0,0.0,1.0,3.0,4.4,1.1,3.3
1734,8,0.0,0.0,0.0,8.0,8.8,0.0,8.8
1736,26,0.0,0.0,0.0,26.0,28.61,0.0,28.61
1809,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1819,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
1829,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1832,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1834,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1838,1,0.0,0.0,1.0,0.0,1.1,1.1,0.0
1839,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
1847,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1850,8,0.0,0.0,8.0,0.0,8.8,8.8,0.0
1868,5,0.0,0.0,5.0,0.0,5.5,5.5,0.0
1871,3,0.0,0.0,3.0,0.0,3.3,3.3,0.0
1896,6,0.0,0.0,0.0,6.0,6.6,0.0,6.6
1932,1,0.0,0.0,0.0,1.0,1.1,0.0,1.1
1940,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
1942,14,0.0,0.0,5.0,9.0,15.4,5.5,9.9
1945,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
1951,2,0.0,0.0,0.0,2.0,2.2,0.0,2.2
1952,11,0.0,0.0,11.0,0.0,12.1,12.1,0.0
1967,3,0.0,0.0,3.0,0.0,3.3,3.3,0.0
2020,12,0.0,0.0,10.0,2.0,13.2,11.0,2.2
2023,10,0.0,0.0,0.0,10.0,11.0,0.0,11.0
2029,4,0.0,0.0,0.0,4.0,4.4,0.0,4.4
2038,3,0.0,0.0,0.0,3.0,3.3,0.0,3.3
